APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
5111018024,01/07/2020,Single Family,263 1/2 W 42ND ST,LOS ANGELES,CA,90037,9,Celink,Daniel Stack,866-727-4303,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.2776,34.00743,POINT (-118.2776 34.00743),23668,736,978,7,13,
6083009036,01/21/2020,Multi-Family,219 1/2 E 116TH PL,LOS ANGELES,CA,90061,15,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.2711,33.92838,POINT (-118.2711 33.92838),24355,809,1194,7,15,53
7454012005,01/06/2020,Multi-Family,563 1/2 W 10TH ST,SAN PEDRO,CA,90731,15,M&T Bank - Jefferson Office,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28922,33.73502,POINT (-118.28922 33.73502),3342,977,1206,,15,36
5304011014,01/06/2020,Single Family,1236 E MONTECITO DR,LOS ANGELES,CA,90031,1,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.19805,34.08741,POINT (-118.19805 34.08741),23448,489,607,,11,92
2113004008,01/08/2020,Single Family,20616 W COVELLO ST,LOS ANGELES,CA,91306,3,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.5825,34.2073,POINT (-118.5825 34.2073),4282,289,423,,4,66
6035027016,01/24/2020,Single Family,2055 W 85TH ST,LOS ANGELES,CA,90047,8,Flagstar BANK,Eric Moore,877-338-3791,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,-118.31527,33.96101,POINT (-118.31527 33.96101),23678,780,1073,7,14,20
4317012016,01/09/2020,Single Family,2175  BEVERLY GLEN BLVD,LOS ANGELES,CA,90025,5,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.42108,34.05053,POINT (-118.42108 34.05053),23443,859,739,9,6,75
2074023002,02/01/2020,Single Family,23110 W BIGLER ST,LOS ANGELES,CA,91364,3,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,M & M Mortgage Services,Alexa Urcuyo,2031  E Cerritos AVE  Anaheim CA 92806,800-336-4890,-118.62941,34.1611,POINT (-118.62941 34.1611),19346,310,650,,4,49
2551023041,01/03/2020,Single Family,11054 N ELDORA AVE,LOS ANGELES,CA,91040,7,"ARVEST BANK OPERATIONS, INC.",GERALD BROWN,877-339-8202,Rushmore Loan Management Services LLC,Customer Center,15480   Luguna Canyon RD  Irvine CA 92618,888-504-6700,-118.31421,34.27027,POINT (-118.31421 34.27027),3221,11,529,,1,7
6065026063,02/24/2020,Single Family,10315 S HOLMES AVE,LOS ANGELES,CA,90002,15,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.24138,33.94261,POINT (-118.24138 33.94261),22351,822,866,7,15,40
5457023023,01/15/2020,Single Family,2787 W ESTARA AVE,LOS ANGELES,CA,90065,1,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.23719,34.11419,POINT (-118.23719 34.11419),24030,389,1003,,11,56
2503016020,03/11/2020,Single Family,13416 W EGBERT ST,LOS ANGELES,CA,91342,7,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.42509,34.32563,POINT (-118.42509 34.32563),18912,38,376,,1,47
2872022036,01/29/2020,Single Family,11733 N CASTILLO LANE,LOS ANGELES,CA,91326,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.53663,34.28398,POINT (-118.53663 34.28398),18905,63,1532,,2,48
2676019008,02/01/2020,Single Family,16459 W NORDHOFF ST,LOS ANGELES,CA,91343,12,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,"M&M MORTGAGE SERVICES, INC.",Frances Guerra,2031  E Cerritos AVE  Anaheim CA 92806,786-871-0818,-118.49137,34.23585,POINT (-118.49137 34.23585),18914,118,256,,2,88
4379035177,02/27/2020,Single Family,3028  GREENTREE,LOS ANGELES,CA,90077,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.44788,34.12943,POINT (-118.44788 34.12943),24037,827,1359,46,6,81
7469022079,01/23/2020,Single Family,3642 S BARBARA ST,SAN PEDRO,CA,90731,15,GARRY T LIKENS C/O Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.3042,33.7144,POINT (-118.3042 33.7144),3342,985,940,15,15,33
6001010007,01/13/2020,Single Family,6119 S HAAS AVE,LOS ANGELES,CA,90047,8,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.3169,33.9839,POINT (-118.3169 33.9839),23678,769,1055,7,14,35
6016036012,01/07/2020,Multi-Family,1846 W 71ST ST,LOS ANGELES,CA,90047,8,"O.K.,LLC",Oleg Khersonsky,818-322-0587,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.31067,33.97527,POINT (-118.31067 33.97527),23678,770,1061,7,14,35
2263038017,01/28/2020,Single Family,14827 W HARTSOOK ST,LOS ANGELES,CA,91403,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45619,34.16407,POINT (-118.45619 34.16407),19732,248,674,,7,83
2136025004,01/08/2020,Single Family,20318 W GILMORE ST,LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.57609,34.18902,POINT (-118.57609 34.18902),4282,294,318,,4,66
2513005014,01/31/2020,Single Family,12874 N BROMONT AVE,LOS ANGELES,CA,91340,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.43027,34.30463,POINT (-118.43027 34.30463),18910,42,285,,1,47
4265011087,01/06/2020,Single Family,11954 W MAYFIELD AVE,LOS ANGELES,CA,90049,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.46781,34.04805,POINT (-118.46781 34.04805),23680,844,1383,9,10,
5502027055,03/31/2020,Single Family,3314 W 6TH ST,LOS ANGELES,CA,90020,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.29459,34.06334,POINT (-118.29459 34.06334),22726,597,1316,,12,89
2604023009,02/05/2020,Single Family,15249 W LAKESIDE ST,LOS ANGELES,CA,91342,7,JP Mogan Chase,Kim Boney,904-462-6487,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.46472,34.29844,POINT (-118.46472 34.29844),18912,51,642,,1,47
5017030051,03/09/2020,Single Family,1040 W 46TH ST,LOS ANGELES,CA,90037,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.2931,34.00153,POINT (-118.2931 34.00153),23668,740,1154,7,13,2
2538027011,01/22/2020,Single Family,11218 W SHELDON ST,LOS ANGELES,CA,91352,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.37527,34.25263,POINT (-118.37527 34.25263),19335,155,1222,8,1,9
5031012002,01/03/2020,Single Family,4009 W DON FELIPE DR,LOS ANGELES,CA,90008,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.34512,34.00727,POINT (-118.34512 34.00727),22725,765,1026,7,14,54
5021004026,01/07/2020,Single Family,4036 S DENKER AVE,LOS ANGELES,CA,90062,8,RHODNEY D NASH c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.3044,34.00964,POINT (-118.3044 34.00964),24027,733,1013,7,14,35
6075004010,03/06/2020,Single Family,724 W 109TH PL,LOS ANGELES,CA,90044,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28801,33.93635,POINT (-118.28801 33.93635),23675,814,362,7,14,45
5209013011,01/23/2020,Single Family,4319 E TOURMALINE ST,LOS ANGELES,CA,90032,14,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.19602,34.08196,POINT (-118.19602 34.08196),23449,486,384,,9,91
2634013026,01/28/2020,Single Family,8700 N SHARP AVE,LOS ANGELES,CA,91352,6,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.4049,34.22776,POINT (-118.4049 34.22776),19335,152,448,,3,21
2171021052,01/08/2020,Single Family,4713 N DON PIO DR,LOS ANGELES,CA,91364,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.60356,34.15304,POINT (-118.60356 34.15304),19346,314,653,11,4,49
2718022016,01/03/2020,Single Family,10901 N DES MOINES AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,-118.55473,34.26802,POINT (-118.55473 34.26802),18905,80,226,,2,77
2236022033,03/06/2020,Single Family,14612 W GILMORE ST,VAN NUYS,CA,91411,6,PrideCo Private Mortgage Loan Fund,Christen Cook,612-326-1858,NULL,NULL,,NULL,-118.45143,34.18748,POINT (-118.45143 34.18748),19735,232,290,,3,18
2538017016,01/22/2020,Single Family,11009 W FENWAY ST,LOS ANGELES,CA,91352,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.37122,34.24932,POINT (-118.37122 34.24932),19335,155,1222,8,1,9
2159020011,01/06/2020,Single Family,5721 N ZELZAH AVE,LOS ANGELES,CA,91316,5,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.52205,34.17445,POINT (-118.52205 34.17445),4286,316,339,,6,62
4360029187,01/22/2020,Single Family,10445 W WILSHIRE BLVD 1-109,LOS ANGELES,CA,90024,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43087,34.06606,POINT (-118.43087 34.06606),23442,845,765,9,6,72
5003030021,01/03/2020,Single Family,1703 W 58TH ST,LOS ANGELES,CA,90062,8,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.30702,33.98983,POINT (-118.30702 33.98983),24027,743,1051,7,14,35
2621001014,02/12/2020,Single Family,9834 N VENA AVE,LOS ANGELES,CA,91331,6,Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.42903,34.24919,POINT (-118.42903 34.24919),18907,129,405,,3,41
7351012033,01/28/2020,Single Family,1514 W 207TH ST,LOS ANGELES,CA,90501,15,Trojan Capital Investments,Don Madden,949-313-6161,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.30446,33.84274,POINT (-118.30446 33.84274),25715,944,825,,15,55
5563020015,03/25/2020,Single Family,9016 W CRESCENT DR,HOLLYWOOD,CA,90046,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.38721,34.10849,POINT (-118.38721 34.10849),23677,459,731,,7,81
2664011048,03/12/2020,Single Family,14752 W HAGAR ST,LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45389,34.27476,POINT (-118.45389 34.27476),19330,67,380,,1,4
5029022016,01/02/2020,Single Family,4247 S CLOVERDALE AVE,LOS ANGELES,CA,90008,10,US BANK National Association,Alma Emery,866-952-6514,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.36631,34.00995,POINT (-118.36631 34.00995),22725,760,1113,,12,54
5135011017,02/19/2020,Multi-Family,1627 S BURLINGTON AVE,LOS ANGELES,CA,90006,1,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.28145,34.04164,POINT (-118.28145 34.04164),22723,697,1521,,11,8
5106022004,01/15/2020,Multi-Family,1608 1/2 E 49TH ST,LOS ANGELES,CA,90011,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.24528,33.99828,POINT (-118.24528 33.99828),22727,720,982,7,13,51
4102015088,03/12/2020,Single Family,6564 S BRADLEY PL,LOS ANGELES,CA,90056,11,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37112,33.98038,POINT (-118.37112 33.98038),24351,926,758,10,10,16
6040015007,01/30/2020,Single Family,222 W 86TH PL,LOS ANGELES,CA,90003,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27688,33.95925,POINT (-118.27688 33.95925),22352,800,358,7,14,45
2274018002,01/06/2020,Single Family,14242 W MILLBROOK DR,LOS ANGELES,CA,91423,4,Mr. Cooper,Paula Acosta,800-468-1743,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.44353,34.14471,POINT (-118.44353 34.14471),19736,341,342,,7,83
2353025088,01/06/2020,Single Family,11119 W CAMARILLO ST,LOS ANGELES,CA,91602,2,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.37292,34.15779,POINT (-118.37292 34.15779),8489,211,1333,,5,13
5586006021,02/07/2020,Multi-Family,1954 1/2 N ARGYLE AVE,LOS ANGELES,CA,90068,4,"5AIF NUTMEG, LLC",Pamela Carrington,949-381-3495,"5AIF NUTMEG, LLC",Pamela Carrington,19800   MacArthur BLVD 1150 Irvine CA 92612,949-381-3495,-118.32509,34.10688,POINT (-118.32509 34.10688),24033,405,371,,7,64
5437024025,01/07/2020,Single Family,2931 N GRACIA ST,LOS ANGELES,CA,90039,13,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.26017,34.11125,POINT (-118.26017 34.11125),23670,391,450,,8,42
2715023036,01/27/2020,Single Family,17945 W TULSA ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52498,34.26848,POINT (-118.52498 34.26848),19329,79,1533,,2,79
2601071003,01/28/2020,Single Family,17827 W SIDWELL ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52282,34.30023,POINT (-118.52282 34.30023),19329,54,1408,,2,78
2611027015,01/30/2020,Single Family,14808 W AZTEC ST,LOS ANGELES,CA,91342,7,CENLAR MORTGAGE FSB,PATRICIA BRACEY,609-883-3900,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.45411,34.28824,POINT (-118.45411 34.28824),18912,58,244,,1,47
2644026162,03/10/2020,Single Family,9555 N WOODMAN AVE,LOS ANGELES,CA,91331,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44645,34.24406,POINT (-118.44645 34.24406),19730,132,958,,3,59
2040027004,01/24/2020,Single Family,5412 N FALLBROOK AVE,LOS ANGELES,CA,91367,3,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.62307,34.16863,POINT (-118.62307 34.16863),19347,306,1555,,4,49
5205018005,01/07/2020,Single Family,126 W AVENUE 29,LOS ANGELES,CA,90031,1,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.21553,34.08009,POINT (-118.21553 34.08009),23448,485,648,,11,1
6033003031,01/07/2020,Single Family,1349 W 84TH PL,LOS ANGELES,CA,90044,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29988,33.96175,POINT (-118.29988 33.96175),23675,781,1163,7,14,20
2013015018,01/07/2020,Single Family,7643 N SAUSALITO AVE,LOS ANGELES,CA,93063,12,bayview,Willie Walton,714-848-7920,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,-118.61585,34.20969,POINT (-118.61585 34.20969),4279,277,265,,2,44
5018020006,01/08/2020,Multi-Family,702 W 50TH ST,LOS ANGELES,CA,90037,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28566,33.99727,POINT (-118.28566 33.99727),23668,739,989,7,13,2
2330009017,03/30/2020,Single Family,6342 N ALLOTT AVE,LOS ANGELES,CA,91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.42795,34.18563,POINT (-118.42795 34.18563),19729,186,500,,5,70
2254017035,01/07/2020,Single Family,17336 W COLLINS ST,LOS ANGELES,CA,91316,5,HOME POINT FINANCIAL CORPORATION,Property Preservation,877-272-2149,SO CAL INSPECTORS,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,877-242-2149,-118.51125,34.17372,POINT (-118.51125 34.17372),4286,315,340,,6,62
7442030111,01/09/2020,Single Family,2285 N STONEWOOD CT,LOS ANGELES,CA,90732,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.30795,33.76521,POINT (-118.30795 33.76521),3343,968,1441,,15,25
2822019065,02/03/2020,Single Family,19137 W RINALDI ST,LOS ANGELES,CA,91326,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.54885,34.27532,POINT (-118.54885 34.27532),18905,62,1089,,2,48
4220001046,03/12/2020,Non-Residential,11870 ANETA ST,LOS ANGELES,CA,90230,11,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.4057604,33.9874424,POINT (-118.4057604 33.9874424),24678,924,1139,10,10,85
2707013015,01/16/2020,Single Family,20656 W BLACKHAWK ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.58385,34.2581,POINT (-118.58385 34.2581),4284,86,229,,2,43
2651012111,01/23/2020,Single Family,9000 N WILLIS AVE,LOS ANGELES,CA,91402,6,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.45515,34.23312,POINT (-118.45515 34.23312),19730,149,667,,3,59
5456009007,02/01/2020,Multi-Family,2426 1/2 W AVENUE 32 ST,LOS ANGELES,CA,90065,1,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,"M&M MORTGAGE SERVICES, INC.",Frances Guerra,2031  E Cerritos AVE  Anaheim CA 92806,786-871-0818,-118.23499,34.10894,POINT (-118.23499 34.10894),24030,390,1056,13,11,56
2741006008,01/20/2020,Single Family,10111 N CASABA AVE,LOS ANGELES,CA,91311,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.57619,34.25418,POINT (-118.57619 34.25418),4284,100,235,,2,43
5060016015,01/09/2020,Multi-Family,2214 S 9TH AVE,LOS ANGELES,CA,90018,10,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.32706,34.03655,POINT (-118.32706 34.03655),23079,658,927,,12,19
4241030006,01/31/2020,Single Family,935 E VENEZIA AVE,VENICE,CA,90291,11,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.45626,33.99482,POINT (-118.45626 33.99482),25073,910,1264,10,10,30
2284018010,01/08/2020,Single Family,16221 W ELISA PL,LOS ANGELES,CA,91436,5,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.48664,34.14935,POINT (-118.48664 34.14935),19737,327,1500,,6,62
6032011011,01/07/2020,Multi-Family,902 1/2 W 84TH ST,LOS ANGELES,CA,90044,8,"Danco, Inc.",Ronald Perlstein,310-842-8235,MILES PRESERVATION LLC,MR. MILES,27226   Via Industria   Temecula CA 92590,951-808-3346,-118.28938,33.96232,POINT (-118.28938 33.96232),23675,783,1005,7,14,45
2103019017,01/28/2020,Single Family,7806 N RHEA AVE,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.54136,34.21228,POINT (-118.54136 34.21228),18909,249,551,,4,12
